Retailer Name,Street Address,City,State,Zip,Minor Involved,Sale to Minor,Product Type,Brand,Inspection Date,Decision Date,Inspection Result,Link,Charges
"K AND P SERVICE","324 WAVERLY ST","FRAMINGHAM","MA",01702,"No","No","N/A","N/A","Not available",02/18/2011,"No Violations Observed","","N/A"
"XPRESS LANE","1019 HWY 39 N","MERIDIAN","MS",39301,"Yes","No","N/A","N/A","Not available",02/18/2011,"No Violations Observed","","N/A"
"ROCK LIQUOR","8000 E 63RD ST","DERBY","KS",67037,"No","No","N/A","N/A","Not available",02/18/2011,"No Violations Observed","","N/A"
"WAL-MART","301 FALLS BLVD","QUINCY","MA",02169,"No","No","N/A","N/A","Not available",02/18/2011,"No Violations Observed","","N/A"
"PARTY SHOP","1821 E MADISON","DERBY","KS",67037,"No","No","N/A","N/A","Not available",02/18/2011,"No Violations Observed","","N/A"
"ROB'S QUICK STOP","2708 15TH ST","BREMERTON","WA",98312,"No","No","N/A","N/A","Not available",02/18/2011,"No Violations Observed","","N/A"
"SHELL","2425 WEST ROOSEVELT ROAD","BROADVIEW","IL",60155,"No","No","N/A","N/A","Not available",02/18/2011,"No Violations Observed","","N/A"
"SUPER D DRUGS 14","1141 W MAIN","TUPELO","MS",38801,"Yes","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"7-ELEVEN STORE 2306-17277E","3711 128TH AVE SE","BELLEVUE","WA",98006,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"PHILLIPS 66","905 W ROOSEVELT RD","MAYWOOD","IL",60153,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"PHILLIPS 66","409 N 9TH AVE","MAYWOOD","IL",60153,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"DOUBLE QUICK #75","MAIN ST","ROSEDALE","MS",38769,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"WAL-MART SUPERCENTER 874","314 SGT S PRENTISS DR","NATCHEZ","MS",39120,"Yes","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"ARTS FOOD & BEVERAGE","817 W ROOSEVELT RD","MAYWOOD","IL",60153,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"CRUISIN' BILL'S CONVENIENCE CENTER","702 W YAKIMA AVE","YAKIMA","WA",98902,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"BROADVIEW LIQUOR STORE","2130 S 18TH AVE","BROADVIEW","IL",60155,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"CABLES PUB & GRILL","1923 59TH AVE #105","GREELEY","CO",80634,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"PINERY COUNTRY CLUB THE","6900 E PINERY PARKWAY","PARKER","CO",80134,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"MOY FINN CO","NORTH SIDE OF MAIN STREET","BEULAH","MS",38726,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"COLDWATER QUICK STOP","706 WEST SERVICE DRIVE","COLDWATER","MS",38619,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"TARGET CORPORATION","800 BROADVIEW VILLAGE SQ","BROADVIEW","IL",60155,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"COUNTY LINE GROCERY","6307  NASHVILLE HWY","DEER LODGE","TN",37726,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"CROSSROADS ONE STOP","22 CR 306","IUKA","MS",38852,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"DRIVE IN LIQUORS & SMOKES","141 N SPRUCE ST","COLORADO SPRINGS","CO",80905,"Yes","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"MAYWOOD EXPRESS","2 S 5TH AVE","MAYWOOD","IL",60153,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"LNR FAMILY STORE","1010 S 5TH AVENUE FRNT 1","MAYWOOD","IL",60153,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"PRENTISS SHELL FOOD MART","977 COLUMBIA AVE","PRENTISS","MS",39474,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"HILLTOP GROCERY","11104 HWY 26 WEST","LUCEDALE","MS",39452,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"LITTLE YAZOO GROCERY","1734 HWY 49 W","YAZOO CITY","MS",39194,"Yes","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"GUIDO'S NICKEL","9500 W COLFAX AVE","LAKEWOOD","CO",80215,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"JS NEWS","1431 HANCOCK ST","QUINCY","MA",02169,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"MAYWOOD MOBILE MART","1701 HARRISON ST","MAYWOOD","IL",60153,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"SPRINT MART","817 HWY 12","STARKVILLE","MS",39759,"Yes","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"SPRINT MART SHELL","1859 MAIN STREET","MADISON","MS",39158,"Yes","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"STOP N SHOP","502 N FREYA","SPOKANE","WA",99202,"Yes","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"PIFLER'S SPORTS TAVERN","11353 W COLFAX AVE","LAKEWOOD","CO",80215,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"PIGGLY WIGGLY","4306 HALLS FERRY RD","VICKSBURG","MS",39180,"Yes","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"VILLAGE SOUTH WINE &SPIRITS","804 RIDGE RD UNIT A","CASTLE ROCK","CO",80104,"No","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"ZIP TRIP","200 E AVE NORTH","HOLLANDALE","MS",38748,"Yes","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"WALGREENS","5780 TERRY RD","BYRAM","MS",39212,"Yes","No","N/A","N/A","Not available",02/17/2011,"No Violations Observed","","N/A"
"SMITTY'S MINI-MART #060","304 MEAD AVE W","YAKIMA","WA",98902,"No","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"JR. FOOD MART #10","204 W. BROADWAY STREET","YAZOO CITY","MS",39194,"Yes","Yes","Cigarettes in a package","Newport","11/28/2010",02/16/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"OAKLAND EXPRESS 2","105 SOUTH CLAY STREET","CHARLESTON","MS",38921,"Yes","Yes","Cigarettes in a package","Other","12/30/2010",02/16/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"SUNFLOWER #25","101 WASHINGTON","HOLLANDALE","MS",38748,"Yes","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"FRED'S 2870","111 WILLOW BROOK DRIVE","SALTILLO","MS",38866,"Yes","Yes","Cigarettes in a package","Other","01/04/2011",02/16/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"ZIPPY FOOD STORE #3","220 MAIN ST","FAYETTE","MS",39069,"Yes","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"DIAMOND SHAMROCK CORNER STORE #4064","432 N CIRCLE DR","COLORADO SPRINGS","CO",80909,"Yes","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"SPRINT MART #4133","4061 HIGHWAY 15","MABEN","MS",39750,"Yes","Yes","Cigarettes in a package","Marlboro","01/11/2011",02/16/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"RITE AID #5178","3905 FACTORIA SQUARE MALL SE","BELLEVUE","WA",98006,"No","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"RITE AID #5179","15100 SE 38TH ST STE 400","BELLEVUE","WA",98006,"No","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"SUPER STOP #67","500 EAST AVE NORTH","HOLLANDALE","MS",38748,"Yes","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"RITE AID # 7209","285 SGT PRENTISS","NATCHEZ","MS",39120,"No","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"FACTORIA 76","3727 FACTORIA BLVD SE","BELLEVUE","WA",98006,"No","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"ZIP TRIP ARCOLA","101 MAIN ST","ARCOLA","MS",38722,"Yes","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"DONNIE'S BP","6005 TULANE RD","HORN LAKE","MS",38637,"No","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"BRADS ONE STOP","3972  HWY 27 N","MONTICELLO","MS",39654,"No","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"KIT CARSON LIQUOR","155 E ELM ST","TRINIDAD","CO",81082,"No","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"NEWPORT HILLS CHEVRON","5804 119TH SE","BELLEVUE","WA",98006,"No","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"CHEVRON FOOD MART","405 LAKE HARBOR","RIDGELAND","MS",39158,"Yes","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"KANGAROO EXPRESS","1501 JERRY CLOWER BLVD.","YAZOO CITY","MS",39194,"Yes","Yes","Cigarettes in a package","Newport","11/28/2010",02/16/2011,"Warning Letter","","1140.14(a)-Sale to a minor"
"LITTLE'S EXPRESS MART","412 SOUTH CLAY STREET","CHARLESTON","MS",38921,"Yes","Yes","Cigarettes in a package","Other","12/30/2010",02/16/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"KASIER'S FOOD & FUEL","228 HIGHWAY 61 S.","NATCHEZ","MS",39120,"Yes","Yes","Cigarettes in a package","Newport","10/30/2010",02/16/2011,"Warning Letter","","1140.14(a)-Sale to a minor"
"HS TOBACCO","301 N. JERRY CLOWER BLVD.","YAZOO CITY","MS",39194,"Yes","Yes","Cigarettes in a package","Newport","11/28/2010",02/16/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"J S MINI MARKET","2344 ANNAPOLIS RD","BALTIMORE","MD",21230,"No","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"MCCARTHYS LIQUORS","430 MAIN ST","AGAWAM","MA",01001,"No","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"YAZOO MINI MART","306 W. BROADWAY ST.","YAZOO CITY","MS",39194,"Yes","Yes","Cigarettes in a package","Newport","07/12/2011",02/16/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"MITCHELL SUPERMARKET","1355 HIGHWAY 145 NORTH","GUNTOWN","MS",38849,"Yes","Yes","Cigarettes in a package","Other","01/04/2011",02/16/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"SASE TRIPLE STOP","15078 HWY 16 WEST","DEKALB","MS",39328,"No","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"VILLAGE STATIONERY","96 CENTRAL ST","HOLLISTON","MA",01746,"No","No","N/A","N/A","Not available",02/16/2011,"No Violations Observed","","N/A"
"WALGREENS 11290","834 BARNES CROSSING","TUPELO","MS",38801,"Yes","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"FRED'S  # 1893","905 PONTOTOC RD","HOUSTON","MS",38851,"Yes","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"7-ELEVEN 2361-34691H","1107 N CALLOW AVE","BREMERTON","WA",98312,"No","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"TESORO 2GO MART #62166","228 S THOR ST","SPOKANE","WA",99202,"Yes","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"JR FOOD MART OF AMER #376","101 WILSON RD","NATCHEZ","MS",39120,"No","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"ALBERTSONS #444","15100 SE 38TH ST STE 200","BELLEVUE","WA",98006,"No","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"KANKU'S EXXON #5","702  CENTRAL  AVE","CHATTANOOGA","TN",37403,"No","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"WINN DIXIE STORE # 533","5100 HWY 39 N","MERIDIAN","MS",39301,"Yes","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"JACKSONS #624","3670 150TH AVE SE","BELLEVUE","WA",98006,"No","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"76 STATION","26821 MAPLE VALLEY HWY","MAPLE VALLEY","WA",98038,"Yes","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"CAPPYS 9","7000 OLD CANTON ROAD","RIDGELAND","MS",39157,"Yes","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"ANGEL'S CORNER","14141 HWY 26 W","LUCEDALE","MS",39452,"No","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"JEFF DAVIS COOP","1909 COLUMBIA AVENUE","PRENTISS","MS",39474,"No","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"TODDS COUNTRY JUNCTION","1103 SHELL OIL RD","BRANDON","MS",39042,"No","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"COUNTRY FARMS LLC","429 WASHINGTON ST","HOLLISTON","MA",01746,"No","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"DISCOUNT TOBACCO","617 BATTLEGROUND DR","IUKA","MS",38852,"No","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"J & J THOMAS ENTERPRISES","104 E MAIN","BEULAH","MS",38720,"No","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"FOX RUN QUICK STOP","HWY 82 E","EUPORA","MS",39744,"Yes","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"HANK'S GROCERY","3629 CHICO WAY NW","BREMERTON","WA",98312,"No","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"GRUMPY WHITES RESTAURANT","211 SEA ST","QUINCY","MA",02169,"No","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"ZIPS","877 HWY 61 NORTH BYPASS","VICKSBURG","MS",39180,"Yes","No","N/A","N/A","Not available",02/15/2011,"No Violations Observed","","N/A"
"WALGREENS 05331","8050 LIBERTY RD","BALTIMORE","MD",21244,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"WALGREENS 06320","2204 ROLLING RD","BALTIMORE","MD",21244,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"7-ELEVEN 1407 11709 B 2544","8014 LIBERTY RD","BALTIMORE","MD",21244,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"CHEVRON STATIONS  # 1193","3725 150TH AVE SE","BELLEVUE","WA",98006,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"7-ELEVEN 2307-17080B","1512 SUMMITVIEW","YAKIMA","WA",98902,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"NATCHEZ MARKET 2","436 N US HWY 61","NATCHEZ","MS",39120,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"SUPER STORE 2","14193 HWY 26 W","LUCEDALE","MS",39452,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"SEAFOOD EXPRESS 2","2200 HWY 39 N","MERIDIAN","MS",39301,"Yes","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"CENEX ZIP TRIP #23","303 S ALTAMONT ST","SPOKANE","WA",99202,"Yes","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"WAL-MART 274","HWY 25 SOUTH I","IUKA","MS",38852,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"SUN MART #28","3800 KITSAP WAY","BREMERTON","WA",98312,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"SAFEWAY STORE #3472","3903 FACTORIA SQUARE MALL SE","BELLEVUE","WA",98006,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"HIGHS 47","3434 BLUE BALL RD","ELKTON","MD",21921,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"PIGGLY WIGGLY 59","627 BATTLEGROUND DR","IUKA","MS",38852,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"WAWA FOOD MARKET 598","2845 ROLLING RD","BALTIMORE","MD",21244,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"BI-MART #605","309 5TH AVE S","YAKIMA","WA",98902,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"61 QUICK STOP","5738 HWY 61 N","VICKSBURG","MS",39183,"Yes","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"PHILLIPS 66-VILLAGE AUTO SERVICE STATION","1292 WASHINGTON ST","HOLLISTON","MA",01746,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"QUALITY FOOD CENTER / QFC #822","3550 FACTORIA BLVD SE","BELLEVUE","WA",98006,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"WAL-MART SUPERCENTER 981","1733 2ND STREET SOUTH","MERIDIAN","MS",39301,"Yes","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"RITE AID  PHARMACY","17 SPRINGFIELD ST","AGAWAM","MA",01001,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"ARCO AM/PM","5217 20TH ST E","FIFE","WA",98424,"Yes","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"AM PM ARCO","7599 STATE RD 303 NE","BREMERTON","WA",98310,"Yes","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"AM PM","10006 S TACOMA WAY","LAKEWOOD","WA",98499,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"ARIRANG","4226 KITSAP WAY","BREMERTON","WA",98312,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"ASPEN SQUARE WINES &LIQUORS","1712 SANTA FE DR","PUEBLO","CO",81006,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"HUNGRY BEAR MARKET","3724 128TH AVE SE","BELLEVUE","WA",98006,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"BP","18 SPRINGFIELD ST","AGAWAM","MA",01001,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"COMMON BROOK LIQUORS","9419 COMMON BROOK RD SUITE 102","OWINGS MILLS","MD",21117,"Yes","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"CHEVERON FOOD MART","850 NORTH GLOSTER","TUPELO","MS",38801,"Yes","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"SOUTH TOWER CHEVRON","520 S TOWER AVE","CENTRALIA","WA",98531,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"COLUMBIA FINE WINE & SPIRTS","10400 SHAKER DR","COLUMBIA","MD",21046,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"COLUMBIA GROCERY & DELI","10400 SHAKER DR","COLUMBIA","MD",21046,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"CONOCO CONVIENCE STORE","5490 WADSWORTH BYPASS","ARVADA","CO",80002,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"TOLLGATE EXXON & CONVENIENCE","10540 REISTERSTOWN RD","OWINGS MILLS","MD",21117,"Yes","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"HANEYS CORNERS INC","1272 STONEY RUN RD","HANOVER","MD",21076,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"THE CORNER STORE","171 WEST ST","QUINCY","MA",02169,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"RED DOT LIQUORS","7408 WINDSOR MILL RD","BALTIMORE","MD",21244,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"EXTRA MILE","11120 STEELE ST STE C","LAKEWOOD","WA",98499,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"EXXON","8740 E BRAINERD  RD","CHATTANOOGA","TN",37421,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"EZ MART","1672 MAIN ST","AGAWAM","MA",01001,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"TEDESCHI FOOD SHOP","230 WASHINGTON ST","QUINCY","MA",02169,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"FOOD MART","6101 STEILACOOM BLVD","LAKEWOOD","WA",98499,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"HY VEE FOOD STORE","2951 SW WANAMAKER RD","TOPEKA","KS",66614,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"HAI'S MINI MARKET","2201 E SPRAGUE STE A","SPOKANE","WA",99202,"Yes","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"HAI MINI MART","1020 S PERRY ST","SPOKANE","WA",99202,"Yes","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"HIMAYAYAN HOUSE","1522 E FORT AVE","BALTIMORE","MD",21230,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"HOLLISTON WINE AND SPIRITS","92 CENTRAL ST","HOLLISTON","MA",01746,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"INDEPENDENCE MART","9670 HWY 306","COLDWATER","MS",38618,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"LAKESIDE VIII","165 BROADWAY ST","CLINTON","MS",39056,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"RIVERSIDE LIQUORS","1811 MAIN ST","AGAWAM","MA",01001,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"WEST PORT LIQUOR","2244 ANNAPOLIS RD","BALTIMORE","MD",21230,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"STAR MARKET","130 GRANITE ST","QUINCY","MA",02169,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"PAINTERS MILL WINE & SPIRITS","9932 REISTERSTOWN RD","OWINGS MILLS","MD",21117,"Yes","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"OATH'S QUICK STOP","3641 HWY 25 N","IUKA","MS",38852,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"PUFFIN SAM","4203 KITSAP WAY","BREMERTON","WA",98312,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"ON THE RUN","815 WASHINGTON ST","HOLLISTON","MA",01746,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"SHELL","601 S TOWER AVE","CENTRALIA","WA",98531,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"SHELL","618 W FRANCIS AVE","SPOKANE","WA",99205,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"SUPERETTE","777 WASHINGTON ST","HOLLISTON","MA",01746,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"TABLE AND VINE","1119 RIVERDALE ST","WEST SPRINGFIELD","MA",01089,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"TEDESCHIS","495 WASHINGTON ST","QUINCY","MA",02169,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"WALGREENS","21400 ZEEMAN RD","ROCK HALL","MD",21661,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"WALGREENS","6970 OLD CANTON ROAD","RIDGELAND","MS",39157,"Yes","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"WRAY'S","401 NOB HILL BLVD W","YAKIMA","WA",98902,"No","No","N/A","N/A","Not available",02/14/2011,"No Violations Observed","","N/A"
"RITE AID #10056","198 PINE ST","NORTHAMPTON","MA",01062,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"DIAMOND SHAMROCK #1161","8071 BLAKELAND DR","SEDALIA","CO",80135,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"16TH AVE 76 STATION","620 N 16TH AVE","YAKIMA","WA",98902,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"FREDS OF IUKA #1910","615 HWY 25 SOUTH","IUKA","MS",38852,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"1ST CHOICE MARKET","805 W MAIN ST","BATTLE GROUND","WA",98604,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"CVS PHARMACY #2036","750 HWY 50","WEST POINT","MS",39773,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"RITE AID 2209","7153 SECURITY BLVD","BALTIMORE","MD",21244,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"7-ELEVEN 2362-27556G","1601 FRUITVALE AVE","YAKIMA","WA",98902,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"ALBERTSONS # 249","1610 W LINCOLN AVE","YAKIMA","WA",98902,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"CIRCLE K/76 #2705929","20717 BOTHELL-EVERETT HWY","BOTHELL","WA",98011,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"DIVINE 2ND","701 E 2ND","SPOKANE","WA",99202,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"EXPRESS SHOP #30","1716 BATTLEGROUND DRIVE","IUKA","MS",38852,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"RITE AID #4063","12 N 9TH AVE","YAKIMA","WA",98902,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"BIG KMART #4147","4110 E SPRAGUE AVE","SPOKANE","WA",99202,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"THE C STORE #492","126 HWY 27 SOUTH","MONTICELLO","MS",39654,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
